# BUSCO version is: 5.4.3 
# The lineage dataset is: saccharomycetes_odb10 (Creation date: 2024-01-08, number of genomes: 76, number of BUSCOs: 2137)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
18113at4891	Complete	9666	14282	15664	+	307.9	322	https://v10-1.orthodb.org/?query=18113at4891	Low temperature viability protein Ltv1
18118at4891	Complete	9460	299	1912	+	150.2	204	https://v10-1.orthodb.org/?query=18118at4891	ATP25 mRNA stabilisation domain
18135at4891	Complete	9576	17399	18490	+	442.5	288	https://v10-1.orthodb.org/?query=18135at4891	RNA 3'-terminal phosphate cyclase
18141at4891	Complete	9534	15299	16534	-	435.9	310	https://v10-1.orthodb.org/?query=18141at4891	tRNA dimethylallyltransferase
18221at4891	Complete	9450	3093	4334	-	442.6	306	https://v10-1.orthodb.org/?query=18221at4891	Endoplasmic reticulum vesicle transporter, C-terminal
18264at4891	Complete	8962	129	1130	+	468.6	276	https://v10-1.orthodb.org/?query=18264at4891	DNA polymerase III, clamp loader complex, gamma/delta/delta subunit, C-terminal
18324at4891	Complete	9694	5551	7104	-	340.2	303	https://v10-1.orthodb.org/?query=18324at4891	Asparagine synthase
18356at4891	Complete	9460	11363	12634	+	245.8	215	https://v10-1.orthodb.org/?query=18356at4891	Chromatin-remodelling complex, RSC SWI/SNF subunit Rsc7/Swp82
18378at4891	Complete	8134	196	1110	-	486.4	235	https://v10-1.orthodb.org/?query=18378at4891	Cytochrome c-like domain
18389at4891	Complete	9508	14008	15093	+	245.3	241	https://v10-1.orthodb.org/?query=18389at4891	Histidine kinase/HSP90-like ATPase
18405at4891	Complete	8450	1762	2673	-	421.0	256	https://v10-1.orthodb.org/?query=18405at4891	SAICAR synthetase/ADE2, N-terminal
18416at4891	Complete	8494	4772	5887	+	363.4	268	https://v10-1.orthodb.org/?query=18416at4891	WD40-repeat-containing domain
18437at4891	Complete	9690	19664	21208	-	300.3	343	https://v10-1.orthodb.org/?query=18437at4891	Dol-P-Glc
18446at4891	Complete	8952	6550	8352	+	360.6	374	https://v10-1.orthodb.org/?query=18446at4891	N-acetylglucosaminyl transferase component
18482at4891	Complete	8178	667	2061	+	287.6	287	https://v10-1.orthodb.org/?query=18482at4891	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial
18487at4891	Complete	7974	85	1824	-	362.7	345	https://v10-1.orthodb.org/?query=18487at4891	Zinc finger, RING-type
18510at4891	Complete	9038	3856	4851	+	389.0	239	https://v10-1.orthodb.org/?query=18510at4891	Mitochondrial carrier protein
18523at4891	Complete	9710	11981	13147	+	347.8	306	https://v10-1.orthodb.org/?query=18523at4891	Proteasome component (PCI) domain
18553at4891	Complete	9010	2563	3579	+	608.5	316	https://v10-1.orthodb.org/?query=18553at4891	Delta-aminolevulinic acid dehydratase
18573at4891	Complete	8984	9139	10410	-	333.6	251	https://v10-1.orthodb.org/?query=18573at4891	CobW/HypB/UreG, nucleotide-binding domain
18616at4891	Complete	9482	3067	4380	+	591.9	380	https://v10-1.orthodb.org/?query=18616at4891	Glycosyl transferase, family 1
18663at4891	Complete	8574	225	1685	+	699.2	361	https://v10-1.orthodb.org/?query=18663at4891	Helicase, C-terminal
18694at4891	Complete	9004	537	1610	+	428.7	260	https://v10-1.orthodb.org/?query=18694at4891	C-5 sterol desaturase
18728at4891	Complete	9450	252	2741	-	562.2	516	https://v10-1.orthodb.org/?query=18728at4891	Dbl homology (DH) domain
18733at4891	Complete	9488	15909	16802	-	458.8	232	https://v10-1.orthodb.org/?query=18733at4891	CRAL-TRIO lipid binding domain
18783at4891	Complete	9600	18320	19351	+	305.1	251	https://v10-1.orthodb.org/?query=18783at4891	Endoplasmic reticulum vesicle transporter, C-terminal
18789at4891	Complete	9640	22783	23940	-	296.6	262	https://v10-1.orthodb.org/?query=18789at4891	RAI1-like
18790at4891	Complete	8546	5062	6291	+	430.4	325	https://v10-1.orthodb.org/?query=18790at4891	RNA polymerase I associated factor, A49-like
18793at4891	Complete	8258	376	1527	-	513.1	302	https://v10-1.orthodb.org/?query=18793at4891	GPN-loop GTPase
18805at4891	Complete	8658	1542	2450	-	347.9	241	https://v10-1.orthodb.org/?query=18805at4891	Exoribonuclease, phosphorolytic domain 1
18806at4891	Complete	9266	10972	11976	-	403.3	250	https://v10-1.orthodb.org/?query=18806at4891	Aspartate/ornithine carbamoyltransferase
18807at4891	Complete	9148	5152	6243	+	442.4	258	https://v10-1.orthodb.org/?query=18807at4891	Mitochondrial carrier protein
18808at4891	Complete	9490	9192	10160	+	358.3	209	https://v10-1.orthodb.org/?query=18808at4891	DNA/RNA non-specific endonuclease
18812at4891	Complete	9654	9834	10802	+	352.0	229	https://v10-1.orthodb.org/?query=18812at4891	Peptidase M48
18822at4891	Complete	8498	1688	3007	+	486.1	296	https://v10-1.orthodb.org/?query=18822at4891	Zn(2)-C6 fungal-type DNA-binding domain
18829at4891	Complete	9396	15536	16705	+	385.7	293	https://v10-1.orthodb.org/?query=18829at4891	NAD(P)-binding domain superfamily
18882at4891	Complete	8984	2499	4037	+	196.7	262	https://v10-1.orthodb.org/?query=18882at4891	SWIB/MDM2 domain
18887at4891	Complete	8354	18	1670	+	606.7	335	https://v10-1.orthodb.org/?query=18887at4891	Dual specificity phosphatase, catalytic domain
18893at4891	Complete	9026	3240	4322	-	341.7	223	https://v10-1.orthodb.org/?query=18893at4891	Protein kinase domain
18899at4891	Complete	9412	4433	5386	-	518.7	274	https://v10-1.orthodb.org/?query=18899at4891	rRNA adenine N(6)-methyltransferase
18913at4891	Complete	9036	2706	3887	+	582.4	325	https://v10-1.orthodb.org/?query=18913at4891	Pyridoxal phosphate-dependent transferase
18919at4891	Complete	9084	1803	3131	-	488.9	302	https://v10-1.orthodb.org/?query=18919at4891	Ergosterol biosynthesis ERG4/ERG24
18949at4891	Complete	8314	2607	4466	-	226.3	360	https://v10-1.orthodb.org/?query=18949at4891	Ku80
18954at4891	Duplicated	8890	5745	6635	+	280.3	217	https://v10-1.orthodb.org/?query=18954at4891	Mitochondrial carrier protein
18954at4891	Duplicated	9644	4938	5942	+	329.0	218	https://v10-1.orthodb.org/?query=18954at4891	Mitochondrial carrier protein
18990at4891	Complete	8312	621	1751	+	211.0	234	https://v10-1.orthodb.org/?query=18990at4891	tRNA-splicing endonuclease subunit Sen2
18994at4891	Complete	9444	18985	19800	+	507.1	246	https://v10-1.orthodb.org/?query=18994at4891	Ribosomal protein L4/L1e
18995at4891	Complete	9016	196	1278	-	400.8	272	https://v10-1.orthodb.org/?query=18995at4891	Xylose isomerase-like superfamily
19016at4891	Complete	9358	10795	12276	-	260.3	322	https://v10-1.orthodb.org/?query=19016at4891	Cytoplasmic tRNA 2-thiolation protein 2
19057at4891	Complete	9278	10339	11481	+	613.4	323	https://v10-1.orthodb.org/?query=19057at4891	Domain of unknown function DUF155
19161at4891	Complete	8466	2722	4644	-	416.0	527	https://v10-1.orthodb.org/?query=19161at4891	WD40/YVTN repeat-like-containing domain superfamily
19196at4891	Duplicated	8154	140	1498	+	343.2	291	https://v10-1.orthodb.org/?query=19196at4891	Brix domain
19196at4891	Duplicated	9040	1191	2549	-	348.6	264	https://v10-1.orthodb.org/?query=19196at4891	Brix domain
19222at4891	Complete	7578	229	1164	+	304.1	233	https://v10-1.orthodb.org/?query=19222at4891	Deoxycytidylate deaminase domain
19226at4891	Complete	9096	1159	2112	-	409.5	252	https://v10-1.orthodb.org/?query=19226at4891	S-methyl-5'-thioadenosine phosphorylase
19235at4891	Complete	9194	8489	9424	-	549.3	265	https://v10-1.orthodb.org/?query=19235at4891	K Homology domain
19254at4891	Complete	9028	4165	5643	-	449.8	329	https://v10-1.orthodb.org/?query=19254at4891	Histidine kinase/HSP90-like ATPase
19258at4891	Complete	7948	472	1854	+	270.3	226	https://v10-1.orthodb.org/?query=19258at4891	Protein kinase domain
19259at4891	Complete	9660	15129	16862	-	321.6	305	https://v10-1.orthodb.org/?query=19259at4891	Nucleotide-diphospho-sugar transferases
19264at4891	Complete	7962	134	1717	+	465.4	360	https://v10-1.orthodb.org/?query=19264at4891	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2
19275at4891	Complete	8892	1238	2197	+	470.9	260	https://v10-1.orthodb.org/?query=19275at4891	Mitochondrial carrier protein
19306at4891	Complete	8792	6013	7827	+	359.4	249	https://v10-1.orthodb.org/?query=19306at4891	Formate/nitrite transporter
19362at4891	Complete	9678	8748	11114	-	363.1	446	https://v10-1.orthodb.org/?query=19362at4891	Protein kinase domain
19373at4891	Complete	9564	8260	9237	-	290.3	217	https://v10-1.orthodb.org/?query=19373at4891	Histone acetyltransferase
19393at4891	Complete	8388	3086	5008	-	372.8	332	https://v10-1.orthodb.org/?query=19393at4891	Peptidase S1, PA clan
19416at4891	Complete	9720	3927	4952	-	284.9	291	https://v10-1.orthodb.org/?query=19416at4891	NUDIX hydrolase domain
19456at4891	Complete	9658	9572	10618	-	497.2	296	https://v10-1.orthodb.org/?query=19456at4891	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating
19532at4891	Complete	7842	314	1837	-	597.6	403	https://v10-1.orthodb.org/?query=19532at4891	Serine/threonine-protein phosphatase
19545at4891	Complete	8390	1626	3041	-	424.6	293	https://v10-1.orthodb.org/?query=19545at4891	Alpha/Beta hydrolase fold
19641at4891	Complete	9296	9333	10151	-	135.3	142	https://v10-1.orthodb.org/?query=19641at4891	Siroheme biosynthesis protein Met8
19663at4891	Complete	9042	7363	8751	-	653.4	362	https://v10-1.orthodb.org/?query=19663at4891	2-oxoacid dehydrogenase acyltransferase, catalytic domain
19696at4891	Complete	8984	305	1507	+	301.4	303	https://v10-1.orthodb.org/?query=19696at4891	Protein of unknown function DUF1682
19731at4891	Complete	9676	21739	22851	-	381.2	294	https://v10-1.orthodb.org/?query=19731at4891	Cyclophilin-type peptidyl-prolyl cis-trans isomerase
19756at4891	Complete	9268	535	3645	-	504.8	607	https://v10-1.orthodb.org/?query=19756at4891	MMS19, C-terminal
19758at4891	Complete	8754	1662	2519	+	457.0	236	https://v10-1.orthodb.org/?query=19758at4891	Inorganic pyrophosphatase
19774at4891	Complete	9606	4866	5957	-	495.8	249	https://v10-1.orthodb.org/?query=19774at4891	GPI-anchor transamidase
19777at4891	Complete	8444	3633	4640	+	293.8	214	https://v10-1.orthodb.org/?query=19777at4891	Serine/threonine-protein phosphatase 2A activator
19827at4891	Complete	9260	3381	4148	-	360.5	216	https://v10-1.orthodb.org/?query=19827at4891	Ribose-5-phosphate isomerase
19842at4891	Complete	9510	16418	18163	+	250.3	383	https://v10-1.orthodb.org/?query=19842at4891	Transcription factor IIIC, putative zinc-finger
19854at4891	Complete	8414	3921	5189	+	275.5	264	https://v10-1.orthodb.org/?query=19854at4891	RGS domain
19858at4891	Complete	9342	10397	11707	+	206.7	390	https://v10-1.orthodb.org/?query=19858at4891	RNA recognition motif domain
19942at4891	Complete	7988	239	2023	-	533.1	364	https://v10-1.orthodb.org/?query=19942at4891	Transcription factor TFIIB
19965at4891	Complete	9150	5030	6205	+	471.3	318	https://v10-1.orthodb.org/?query=19965at4891	Ribosomal RNA processing protein 8
19967at4891	Complete	9170	643	2025	+	400.3	333	https://v10-1.orthodb.org/?query=19967at4891	Winged helix-like DNA-binding domain superfamily
19999at4891	Complete	9390	9528	10397	-	203.3	204	https://v10-1.orthodb.org/?query=19999at4891	Nucleotide exchange factor Fes1
20072at4891	Complete	9626	5681	7120	-	386.5	357	https://v10-1.orthodb.org/?query=20072at4891	RNA-binding domain superfamily
20074at4891	Complete	9132	48	1304	-	243.2	326	https://v10-1.orthodb.org/?query=20074at4891	Rmd5
20087at4891	Complete	8800	3945	4898	+	387.0	221	https://v10-1.orthodb.org/?query=20087at4891	DNA-directed RNA polymerase, insert domain
20141at4891	Complete	9656	26543	27508	-	422.9	264	https://v10-1.orthodb.org/?query=20141at4891	CBS domain
20145at4891	Complete	9506	5631	6476	-	308.9	208	https://v10-1.orthodb.org/?query=20145at4891	Peptidase S54, rhomboid domain
20158at4891	Complete	9378	10466	11599	+	338.0	282	https://v10-1.orthodb.org/?query=20158at4891	Palmitoyltransferase
20167at4891	Complete	9604	11049	12479	+	222.4	282	https://v10-1.orthodb.org/?query=20167at4891	SET domain
20170at4891	Complete	8242	153	1457	-	608.1	360	https://v10-1.orthodb.org/?query=20170at4891	Transcriptional adapter 2
20173at4891	Complete	9266	8323	10776	+	574.3	529	https://v10-1.orthodb.org/?query=20173at4891	tRNA ligase
20191at4891	Complete	9278	2141	2959	+	290.6	200	https://v10-1.orthodb.org/?query=20191at4891	PPM-type phosphatase domain
20197at4891	Complete	9334	4201	5136	-	422.8	241	https://v10-1.orthodb.org/?query=20197at4891	Ubiquinol-cytochrome c chaperone, CBP3
20201at4891	Complete	9078	8616	9581	+	284.8	228	https://v10-1.orthodb.org/?query=20201at4891	WD40-repeat-containing domain
20202at4891	Complete	9480	14617	15618	-	399.8	272	https://v10-1.orthodb.org/?query=20202at4891	Adenosine kinase
20206at4891	Complete	9392	10619	11752	-	226.3	199	https://v10-1.orthodb.org/?query=20206at4891	Protein phosphatase methylesterase 1
20242at4891	Complete	8726	1297	2451	+	505.7	307	https://v10-1.orthodb.org/?query=20242at4891	Tom40
20260at4891	Complete	9630	25511	26383	-	415.9	239	https://v10-1.orthodb.org/?query=20260at4891	Brix domain
20285at4891	Complete	9168	234	1514	+	505.9	334	https://v10-1.orthodb.org/?query=20285at4891	Winged helix DNA-binding domain superfamily
20323at4891	Complete	8258	3378	4571	+	307.6	233	https://v10-1.orthodb.org/?query=20323at4891	Glycosyltransferase, DXD sugar-binding motif
20333at4891	Complete	9298	1178	2659	+	303.5	310	https://v10-1.orthodb.org/?query=20333at4891	tRNA A64-2'-O-ribosylphosphate transferase
20367at4891	Complete	9536	15921	17060	-	349.3	252	https://v10-1.orthodb.org/?query=20367at4891	Glycosyl transferase, family 3
20375at4891	Complete	8116	2449	3657	+	492.4	310	https://v10-1.orthodb.org/?query=20375at4891	Phosphatidate cytidylyltransferase
20382at4891	Complete	9452	16256	18052	-	240.8	307	https://v10-1.orthodb.org/?query=20382at4891	Polyribonucleotide 5'-hydroxyl-kinase Clp1, P-loop domain
20394at4891	Complete	9570	214	1128	+	404.8	249	https://v10-1.orthodb.org/?query=20394at4891	Initiation factor 2B-related
20461at4891	Complete	9724	56329	57798	-	373.4	323	https://v10-1.orthodb.org/?query=20461at4891	GPI-anchored wall transfer protein
20464at4891	Complete	9168	10324	11754	+	511.7	358	https://v10-1.orthodb.org/?query=20464at4891	Nucleotide-diphospho-sugar transferases
20532at4891	Complete	9518	2750	3676	-	451.7	248	https://v10-1.orthodb.org/?query=20532at4891	Acetolactate synthase, small subunit
20539at4891	Complete	9282	187	1284	+	436.9	284	https://v10-1.orthodb.org/?query=20539at4891	Initiation factor 2B-related
20594at4891	Complete	8964	7327	8307	+	337.7	245	https://v10-1.orthodb.org/?query=20594at4891	Electron transfer flavoprotein, alpha subunit, C-terminal
20595at4891	Complete	9664	28240	29280	+	352.3	265	https://v10-1.orthodb.org/?query=20595at4891	Oxidoreductase, N-terminal
20606at4891	Complete	8680	2870	4096	-	515.3	315	https://v10-1.orthodb.org/?query=20606at4891	Heat shock protein DnaJ, cysteine-rich domain
20608at4891	Complete	9516	21230	22282	+	289.5	236	https://v10-1.orthodb.org/?query=20608at4891	S-adenosylmethionine decarboxylase
20734at4891	Complete	9134	6548	7705	-	329.0	287	https://v10-1.orthodb.org/?query=20734at4891	Cell division control protein 73, C-terminal
20735at4891	Complete	7628	416	1471	-	166.0	221	https://v10-1.orthodb.org/?query=20735at4891	Ribosomal protein L1, 3-layer alpha/beta-sandwich
20748at4891	Complete	9554	3099	3896	-	300.9	198	https://v10-1.orthodb.org/?query=20748at4891	Proteasome subunit beta
20755at4891	Complete	9688	14546	15382	-	316.9	225	https://v10-1.orthodb.org/?query=20755at4891	Ubiquinone biosynthesis O-methyltransferase
20766at4891	Complete	9658	27327	28451	+	511.5	288	https://v10-1.orthodb.org/?query=20766at4891	Tryptophan synthase beta subunit-like PLP-dependent enzyme
20778at4891	Complete	9228	7316	8629	-	336.7	288	https://v10-1.orthodb.org/?query=20778at4891	Zinc finger, CCHC-type
20859at4891	Complete	8512	5068	5943	+	425.2	252	https://v10-1.orthodb.org/?query=20859at4891	Brix domain
20893at4891	Complete	9096	3051	4550	-	287.4	302	https://v10-1.orthodb.org/?query=20893at4891	Histone methyltransferase complex subunit ASH2
20912at4891	Complete	9618	4437	6977	+	348.4	518	https://v10-1.orthodb.org/?query=20912at4891	Cullin homology domain
20921at4891	Complete	7790	1704	2588	-	441.9	229	https://v10-1.orthodb.org/?query=20921at4891	MPN domain
20960at4891	Complete	8334	78	1001	-	484.8	257	https://v10-1.orthodb.org/?query=20960at4891	Mitochondrial carrier domain superfamily
20998at4891	Complete	9532	20243	21379	+	352.3	265	https://v10-1.orthodb.org/?query=20998at4891	Arrestin, C-terminal
21019at4891	Complete	8198	279	1406	-	307.8	290	https://v10-1.orthodb.org/?query=21019at4891	RNA 2-O ribose methyltransferase, substrate binding
21022at4891	Complete	9262	3186	3962	+	249.6	180	https://v10-1.orthodb.org/?query=21022at4891	Fumarylacetoacetase-like, C-terminal
21024at4891	Complete	9482	7474	8337	+	252.3	215	https://v10-1.orthodb.org/?query=21024at4891	Ribosomal protein L24
21089at4891	Complete	9594	6266	9856	+	458.1	589	https://v10-1.orthodb.org/?query=21089at4891	Peptidase M16, middle/third domain
21145at4891	Complete	9304	10602	11726	+	361.1	313	https://v10-1.orthodb.org/?query=21145at4891	Tetratricopeptide repeat
21150at4891	Duplicated	9038	1024	2328	+	492.3	297	https://v10-1.orthodb.org/?query=21150at4891	Oxysterol-binding protein
21150at4891	Duplicated	9584	11507	12802	-	478.4	297	https://v10-1.orthodb.org/?query=21150at4891	Oxysterol-binding protein
21155at4891	Complete	9516	2220	3596	+	302.4	306	https://v10-1.orthodb.org/?query=21155at4891	RNA-binding domain superfamily
21160at4891	Complete	9636	601	1929	+	338.5	246	https://v10-1.orthodb.org/?query=21160at4891	RNA recognition motif domain
21169at4891	Complete	9164	5281	6639	+	266.2	277	https://v10-1.orthodb.org/?query=21169at4891	UBX domain
21182at4891	Complete	9534	22205	23185	+	488.9	283	https://v10-1.orthodb.org/?query=21182at4891	Probable mitochondrial transport protein
21192at4891	Complete	8602	3632	4684	+	327.5	238	https://v10-1.orthodb.org/?query=21192at4891	Mitochondrial carrier domain superfamily
21227at4891	Complete	9694	36164	36979	+	394.1	224	https://v10-1.orthodb.org/?query=21227at4891	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
21248at4891	Complete	9288	14303	15226	+	326.6	231	https://v10-1.orthodb.org/?query=21248at4891	tRNA-specific 2-thiouridylase
21253at4891	Complete	9002	548	1867	-	432.5	314	https://v10-1.orthodb.org/?query=21253at4891	3-oxoacyl-
21260at4891	Complete	8838	5776	7233	+	348.6	305	https://v10-1.orthodb.org/?query=21260at4891	Protein Ice2
21277at4891	Complete	9604	17339	18991	+	346.6	310	https://v10-1.orthodb.org/?query=21277at4891	Helicase, C-terminal
21297at4891	Complete	9728	43208	44209	-	206.7	236	https://v10-1.orthodb.org/?query=21297at4891	WD40 repeat
21312at4891	Complete	8226	2926	4371	-	578.2	333	https://v10-1.orthodb.org/?query=21312at4891	SH3 domain
21346at4891	Complete	9468	16049	17044	+	282.5	216	https://v10-1.orthodb.org/?query=21346at4891	TFIIH subunit Tfb4/GTF2H3
21370at4891	Complete	9540	2064	3995	+	218.0	275	https://v10-1.orthodb.org/?query=21370at4891	Vacuolar fusion protein Mon1
21396at4891	Complete	9634	20236	21240	-	483.6	295	https://v10-1.orthodb.org/?query=21396at4891	Transcription factor TFIIB
21428at4891	Complete	9648	29237	31201	-	863.0	553	https://v10-1.orthodb.org/?query=21428at4891	Pumilio homology domain
21431at4891	Complete	8330	271	2331	+	588.8	523	https://v10-1.orthodb.org/?query=21431at4891	Histone-lysine N-methyltransferase
21450at4891	Complete	9118	238	1242	-	197.3	178	https://v10-1.orthodb.org/?query=21450at4891	S-adenosyl-L-methionine-dependent methyltransferase
21465at4891	Complete	8648	6171	7025	+	433.2	247	https://v10-1.orthodb.org/?query=21465at4891	Brix domain
21467at4891	Complete	9112	368	1255	-	344.5	233	https://v10-1.orthodb.org/?query=21467at4891	Glucose-6-phosphate 1-epimerase
21470at4891	Complete	8616	94	1008	+	259.9	215	https://v10-1.orthodb.org/?query=21470at4891	Rab-GTPase-TBC domain
21506at4891	Complete	8978	413	1885	-	271.4	400	https://v10-1.orthodb.org/?query=21506at4891	MIF4G-like domain superfamily
21513at4891	Complete	7562	101	1756	+	415.2	356	https://v10-1.orthodb.org/?query=21513at4891	CCAAT-binding factor
21530at4891	Complete	9420	5963	6862	-	447.8	246	https://v10-1.orthodb.org/?query=21530at4891	Tetrapyrrole methylase
21543at4891	Complete	7724	1131	2162	+	194.2	175	https://v10-1.orthodb.org/?query=21543at4891	TIP41-like protein
21550at4891	Complete	9528	4699	6192	-	198.0	248	https://v10-1.orthodb.org/?query=21550at4891	Las1
21579at4891	Complete	9628	27523	28533	+	274.8	245	https://v10-1.orthodb.org/?query=21579at4891	MEMO1 family
21583at4891	Complete	9538	6601	7623	+	207.9	257	https://v10-1.orthodb.org/?query=21583at4891	F-box-like domain superfamily
21590at4891	Complete	9442	2476	3567	+	269.7	255	https://v10-1.orthodb.org/?query=21590at4891	GRASP55/65
21604at4891	Complete	9306	13782	15263	-	428.1	407	https://v10-1.orthodb.org/?query=21604at4891	tRNA modification GTPase MnmE
21612at4891	Complete	9116	5481	7091	+	235.6	279	https://v10-1.orthodb.org/?query=21612at4891	Protoporphyrinogen oxidase
21615at4891	Complete	9502	3437	4294	-	243.2	183	https://v10-1.orthodb.org/?query=21615at4891	P-loop containing nucleoside triphosphate hydrolase
21621at4891	Complete	9676	26465	27430	+	401.8	241	https://v10-1.orthodb.org/?query=21621at4891	Ccc1 family
21629at4891	Complete	8668	2056	2961	+	166.4	133	https://v10-1.orthodb.org/?query=21629at4891	Protein of unknown function DUF2343
21634at4891	Complete	9656	10977	12092	-	339.7	283	https://v10-1.orthodb.org/?query=21634at4891	Nucleic acid-binding, OB-fold
21678at4891	Complete	9252	292	1377	+	234.8	179	https://v10-1.orthodb.org/?query=21678at4891	XPA
21707at4891	Complete	9288	9092	10672	-	241.0	386	https://v10-1.orthodb.org/?query=21707at4891	Zinc finger C2H2-type
21711at4891	Complete	9598	2481	3518	+	216.7	190	https://v10-1.orthodb.org/?query=21711at4891	Phosphatidate cytidylyltransferase, mitochondrial
21732at4891	Complete	8916	3838	4890	+	339.4	239	https://v10-1.orthodb.org/?query=21732at4891	Type II pantothenate kinase
21752at4891	Complete	9672	1740	2522	-	451.0	225	https://v10-1.orthodb.org/?query=21752at4891	Proteasome, subunit alpha/beta
21766at4891	Complete	9690	15178	16089	+	493.7	237	https://v10-1.orthodb.org/?query=21766at4891	Band 7 domain
21808at4891	Complete	9686	30125	31855	-	348.8	374	https://v10-1.orthodb.org/?query=21808at4891	Actin patch protein 1
21825at4891	Complete	9432	12800	13687	-	367.6	224	https://v10-1.orthodb.org/?query=21825at4891	GTP cyclohydrolase II
21866at4891	Complete	9674	14920	15774	-	363.9	249	https://v10-1.orthodb.org/?query=21866at4891	ATP11
21910at4891	Complete	9154	3600	4355	-	397.7	197	https://v10-1.orthodb.org/?query=21910at4891	Ribosomal biogenesis, methyltransferase, EMG1/NEP1
21922at4891	Complete	9280	481	1461	-	464.4	217	https://v10-1.orthodb.org/?query=21922at4891	Fibrillarin
21940at4891	Complete	8446	147	1562	+	304.9	389	https://v10-1.orthodb.org/?query=21940at4891	Similar to Saccharomyces cerevisiae YOR198C BFR1 Component of mRNP complexes associated with polyribosomes
21962at4891	Complete	9092	5976	6914	-	404.9	248	https://v10-1.orthodb.org/?query=21962at4891	Glycoside hydrolase family 17
21977at4891	Complete	8872	168	1649	-	410.6	261	https://v10-1.orthodb.org/?query=21977at4891	Ribose-phosphate pyrophosphokinase
21981at4891	Complete	9354	11242	12522	+	291.4	282	https://v10-1.orthodb.org/?query=21981at4891	Mur-like, catalytic domain superfamily
21992at4891	Complete	8928	5220	6584	+	200.3	280	https://v10-1.orthodb.org/?query=21992at4891	PH-like domain superfamily
21996at4891	Duplicated	9078	2278	3102	-	217.8	182	https://v10-1.orthodb.org/?query=21996at4891	Hydroxyacylglutathione hydrolase, C-terminal domain
21996at4891	Duplicated	9728	16081	16926	-	216.4	173	https://v10-1.orthodb.org/?query=21996at4891	Hydroxyacylglutathione hydrolase, C-terminal domain
22023at4891	Complete	8554	1405	2445	-	438.9	277	https://v10-1.orthodb.org/?query=22023at4891	Very-long-chain 3-oxoacyl-CoA reductase
22040at4891	Complete	9636	18983	20083	-	338.4	298	https://v10-1.orthodb.org/?query=22040at4891	Ribosomal protein L27
22073at4891	Complete	7428	130	1200	+	388.6	227	https://v10-1.orthodb.org/?query=22073at4891	K Homology domain, type 1
22093at4891	Complete	7748	156	1529	+	383.3	306	https://v10-1.orthodb.org/?query=22093at4891	Amidase
22104at4891	Duplicated	8414	1355	3592	+	525.5	489	https://v10-1.orthodb.org/?query=22104at4891	Chs5p-Arf1p binding
22104at4891	Duplicated	9706	36609	38777	+	492.1	480	https://v10-1.orthodb.org/?query=22104at4891	Chs5p-Arf1p binding
22146at4891	Complete	8582	466	1395	-	409.9	248	https://v10-1.orthodb.org/?query=22146at4891	ATP synthase subunit gamma
22190at4891	Complete	9214	5228	7108	+	444.5	340	https://v10-1.orthodb.org/?query=22190at4891	RNA polymerase I specific transcription initiation factor RRN3
22221at4891	Complete	8424	4162	5316	+	132.4	119	https://v10-1.orthodb.org/?query=22221at4891	Formyl transferase, N-terminal
22230at4891	Complete	9628	24295	25755	+	264.6	268	https://v10-1.orthodb.org/?query=22230at4891	DNA polymerase alpha/delta/epsilon, subunit B
22236at4891	Complete	9416	4785	6353	+	325.9	297	https://v10-1.orthodb.org/?query=22236at4891	Phosphodiesterase
22266at4891	Complete	9666	5116	6324	-	300.7	225	https://v10-1.orthodb.org/?query=22266at4891	Lariat debranching enzyme, C-terminal
22293at4891	Complete	8828	7659	8507	-	311.7	237	https://v10-1.orthodb.org/?query=22293at4891	Porin domain superfamily
22298at4891	Complete	8152	2842	3690	+	274.5	224	https://v10-1.orthodb.org/?query=22298at4891	NSF attachment protein
22304at4891	Complete	9360	2566	3465	-	473.4	255	https://v10-1.orthodb.org/?query=22304at4891	Mitochondrial carrier domain superfamily
22313at4891	Complete	7848	245	1210	+	414.3	249	https://v10-1.orthodb.org/?query=22313at4891	Mitochondrial carrier domain superfamily
22335at4891	Complete	9452	18472	19953	+	119.1	108	https://v10-1.orthodb.org/?query=22335at4891	Pre-mRNA-splicing factor 19
22342at4891	Complete	8922	1381	3519	-	226.6	366	https://v10-1.orthodb.org/?query=22342at4891	U3 small nucleolar RNA-associated protein 8
22345at4891	Complete	8372	1743	3839	+	435.4	528	https://v10-1.orthodb.org/?query=22345at4891	Kinesin motor domain
22352at4891	Complete	9374	2899	5628	+	453.8	545	https://v10-1.orthodb.org/?query=22352at4891	Exocyst complex component EXOC6/Sec15
22375at4891	Complete	7752	724	2121	-	456.3	347	https://v10-1.orthodb.org/?query=22375at4891	Ubiquinone biosynthesis monooxygenase COQ6
22380at4891	Complete	9656	16145	17803	+	439.6	426	https://v10-1.orthodb.org/?query=22380at4891	Ubiquitin system component CUE
22393at4891	Complete	9142	11137	11997	-	513.3	236	https://v10-1.orthodb.org/?query=22393at4891	Proteasome B-type subunit
22405at4891	Complete	9518	15538	16467	-	450.8	264	https://v10-1.orthodb.org/?query=22405at4891	Septin
